date,discharge,source_gage,stage,stage_source
1901-02-04,70700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-05,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-06,67200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-07,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-08,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-09,56500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-10,51700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-11,53700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-12,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-13,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-14,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-15,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-16,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-17,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-18,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-19,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-20,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-21,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-22,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-23,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-24,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-25,67200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-26,74300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-27,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-28,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-01,73400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-02,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-03,67200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-04,68000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-05,73400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-06,77900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-07,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-08,86000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-09,96000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-10,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-11,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-12,211000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-13,231000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-14,233000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-15,227000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-16,221000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-17,219000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-18,217000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-19,214000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-20,219000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-21,214000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-22,225000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-23,240000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-24,250000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-25,261000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-26,263000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-27,261000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-28,254000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-29,248000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-30,244000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-03-31,246000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-01,250000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-02,250000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-03,252000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-04,257000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-05,261000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-06,269000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-07,277000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-08,279000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-09,287000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-10,314000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-11,320000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-12,322000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-13,329000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-14,329000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-15,329000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-16,318000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-17,329000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-18,343000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-19,341000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-20,320000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-21,292000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-22,277000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-23,265000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-24,254000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-25,240000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-26,229000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-27,219000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-28,210000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-29,205000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-04-30,205000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-01,199000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-02,194000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-03,188000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-04,186000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-05,181000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-06,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-07,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-08,170000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-09,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-10,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-11,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-12,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-13,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-14,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-15,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-16,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-17,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-18,141000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-19,139000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-20,135000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-21,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-22,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-23,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-24,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-25,122000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-26,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-27,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-28,135000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-29,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-30,128000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-05-31,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-01,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-02,123000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-03,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-04,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-05,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-06,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-07,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-08,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-09,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-10,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-11,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-12,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-13,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-14,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-15,178000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-16,184000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-17,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-18,170000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-19,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-20,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-21,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-22,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-23,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-24,181000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-25,188000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-26,192000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-27,196000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-28,202000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-29,200000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-06-30,190000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-01,182000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-02,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-03,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-04,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-05,151000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-06,144000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-07,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-08,136000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-09,139000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-10,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-11,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-12,146000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-13,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-14,135000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-15,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-16,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-17,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-18,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-19,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-20,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-21,141000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-22,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-23,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-24,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-25,123000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-26,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-27,115000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-28,113000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-29,110000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-30,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-07-31,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-01,110000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-02,111000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-03,111000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-04,110000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-05,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-06,106000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-07,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-08,97000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-09,94000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-10,92000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-11,90000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-12,89000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-13,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-14,87000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-15,86000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-16,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-17,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-18,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-19,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-20,79700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-21,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-22,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-23,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-24,76100,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-25,75200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-26,74300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-27,71600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-28,70700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-29,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-30,68000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-08-31,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-01,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-02,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-03,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-04,62400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-05,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-06,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-07,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-08,58600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-09,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-10,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-11,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-12,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-13,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-14,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-15,56500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-16,55800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-17,55100,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-18,56500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-19,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-20,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-21,73400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-22,79700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-23,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-24,75200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-25,71600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-26,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-27,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-28,65600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-29,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-09-30,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-01,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-02,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-03,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-04,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-05,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-06,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-07,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-08,62400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-09,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-10,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-11,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-12,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-13,65600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-14,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-15,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-16,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-17,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-18,67200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-19,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-20,70700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-21,72500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-22,72500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-23,71600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-24,70700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-25,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-26,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-27,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-28,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-29,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-30,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-10-31,71600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-01,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-02,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-03,68000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-04,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-05,65600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-06,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-07,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-08,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-09,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-10,64000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-11,65600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-12,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-13,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-14,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-15,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-16,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-17,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-18,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-19,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-20,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-21,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-22,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-23,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-24,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-25,63200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-26,62400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-27,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-28,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-29,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-11-30,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-01,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-02,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-03,58600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-04,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-05,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-06,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-07,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-08,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-09,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-10,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-11,57200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-12,55800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-13,55800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-14,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-15,53700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-16,50400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-17,48400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-18,41300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-19,28600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-12-20,40600,"Mississippi River at St. Louis, MO",NaN,NaN
